"ITTER107"|"Territorio"|"TIPO_DATO8"|"Tipo dato"|"MISURA1"|"Misura"|"COICOP_EUSILC3"|"Voci di spesa"|"NUMERO_COMPONENTI"|"Numero  componenti della famiglia"|"TIPOLOGIA_FAMILIARE1"|"Tipologia familiare"|"TIPOLOGIA_FAM_MINORI"|"Famiglia con figli minori"|"TIPOLOGIA_FAM_ANZIANI"|"Famiglia con anziani"|"SEXISTAT1"|"Sesso del principale percettore"|"CLASETA5"|"Classe di età del principale percettore"|"TITOLO_STUDIO"|"Titolo di studio della persona di riferimento"|"CONDIZIONE_DICH2"|"Condizione professionale prevalente nell anno del principale percettore"|"TIME"|"Seleziona periodo"|"Value"|"Flag Codes"|"Flags"
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2014"|"2014"|11.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2015"|"2015"|12.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"1"|"cibo"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2016"|"2016"|8.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2004"|"2004"|11.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2005"|"2005"|10.9||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2006"|"2006"|9.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2007"|"2007"|11.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2008"|"2008"|10.5||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2009"|"2009"|11.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2010"|"2010"|12.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2011"|"2011"|11.7||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2012"|"2012"|10.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2013"|"2013"|13.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2014"|"2014"|13||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2015"|"2015"|11.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"2"|"malattie"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2016"|"2016"|10||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2004"|"2004"|19.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2005"|"2005"|20.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2006"|"2006"|19.9||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2007"|"2007"|18.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2008"|"2008"|21.4||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2009"|"2009"|21.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2010"|"2010"|21.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2011"|"2011"|20.4||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2012"|"2012"|16.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2013"|"2013"|22.4||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2014"|"2014"|19.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2015"|"2015"|20.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"3"|"vestiti necessari"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2016"|"2016"|15.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2004"|"2004"|4.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2005"|"2005"|4.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2006"|"2006"|3.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2007"|"2007"|3.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2008"|"2008"|4.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2009"|"2009"|5.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2010"|"2010"|5.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2011"|"2011"|5.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2012"|"2012"|4.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2013"|"2013"|5.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2014"|"2014"|5.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2015"|"2015"|5.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"4"|"scuola"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2016"|"2016"|3.9||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2004"|"2004"|11.3||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2005"|"2005"|11.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2006"|"2006"|8.8||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2007"|"2007"|9.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2008"|"2008"|11.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2009"|"2009"|12.9||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2010"|"2010"|13.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2011"|"2011"|11.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2012"|"2012"|11.2||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2013"|"2013"|14.9||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2014"|"2014"|14.6||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2015"|"2015"|12.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"5"|"trasporti"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2016"|"2016"|9.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2004"|"2004"|14.5||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2005"|"2005"|15.1||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2006"|"2006"|12.7||
"IT"|"Italia"|"FAM_NO_SOLDI"|"famiglie che dichiarano di non avere soldi in alcuni periodi dell'anno per alcune spese (per 100 famiglie)"|"10"|"valori per cento"|"6"|"tasse"|"99"|"totale"|"99"|"totale"|"9"|"totale"|"9"|"totale"|"9"|"totale"|"1"|"fino a 35 anni"|"99"|"totale"|"99"|"totale"|"2007"|"2007"|13.5||
