"TIME","GEO","GEO_LABEL","UNIT","UNIT_LABEL","Value"
"2003","ITF3","Campania","PC","Percentage",":"
"2003","ITF4","Puglia","PC","Percentage",":"
"2003","ITF5","Basilicata","PC","Percentage",":"
"2003","ITF6","Calabria","PC","Percentage",":"
"2003","ITG","Isole","PC","Percentage",":"
"2003","ITG1","Sicilia","PC","Percentage",":"
"2003","ITG2","Sardegna","PC","Percentage",":"
"2003","CY","Cyprus","PC","Percentage",":"
"2003","LV","Latvia","PC","Percentage",":"
"2003","LT","Lithuania","PC","Percentage",":"
"2003","LU","Luxembourg","PC","Percentage","15.8"
"2003","HU","Hungary","PC","Percentage",":"
"2003","HU1","Közép-Magyarország","PC","Percentage",":"
"2003","HU11","Budapest","PC","Percentage",":"
"2003","HU12","Pest","PC","Percentage",":"
"2003","HU10","Közép-Magyarország (NUTS 2013)","PC","Percentage",":"
"2003","HU2","Dunántúl","PC","Percentage",":"
"2003","HU21","Közép-Dunántúl","PC","Percentage",":"
"2003","HU22","Nyugat-Dunántúl","PC","Percentage",":"
"2003","HU23","Dél-Dunántúl","PC","Percentage",":"
"2003","HU3","Alföld és Észak","PC","Percentage",":"
"2003","HU31","Észak-Magyarország","PC","Percentage",":"
"2003","HU32","Észak-Alföld","PC","Percentage",":"
"2003","HU33","Dél-Alföld","PC","Percentage",":"
"2003","MT","Malta","PC","Percentage",":"
"2003","NL","Netherlands","PC","Percentage",":"
"2003","NL1","Noord-Nederland","PC","Percentage",":"
"2003","NL11","Groningen","PC","Percentage",":"
"2003","NL12","Friesland (NL)","PC","Percentage",":"
"2003","NL13","Drenthe","PC","Percentage",":"
"2003","NL2","Oost-Nederland","PC","Percentage",":"
"2003","NL21","Overijssel","PC","Percentage",":"
"2003","NL22","Gelderland","PC","Percentage",":"
"2003","NL23","Flevoland","PC","Percentage",":"
"2003","NL3","West-Nederland","PC","Percentage",":"
"2003","NL31","Utrecht","PC","Percentage",":"
"2003","NL32","Noord-Holland","PC","Percentage",":"
"2003","NL33","Zuid-Holland","PC","Percentage",":"
"2003","NL34","Zeeland","PC","Percentage",":"
"2003","NL4","Zuid-Nederland","PC","Percentage",":"
"2003","NL41","Noord-Brabant","PC","Percentage",":"
"2003","NL42","Limburg (NL)","PC","Percentage",":"
"2003","AT","Austria","PC","Percentage","15.7"
"2003","AT11","Burgenland (AT)","PC","Percentage",":"
"2003","AT12","Niederösterreich","PC","Percentage",":"
"2003","AT13","Wien","PC","Percentage",":"
"2003","AT21","Kärnten","PC","Percentage",":"
"2003","AT22","Steiermark","PC","Percentage",":"
"2003","AT31","Oberösterreich","PC","Percentage",":"
"2003","AT32","Salzburg","PC","Percentage",":"
"2003","AT33","Tirol","PC","Percentage",":"
"2003","AT34","Vorarlberg","PC","Percentage",":"
"2003","PL","Poland","PC","Percentage",":"
"2003","PL1","Region Centralny (NUTS 2013)","PC","Percentage",":"
"2003","PL2","Makroregion Poludniowy","PC","Percentage",":"
"2003","PL3","Region Wschodni (NUTS 2013)","PC","Percentage",":"
"2003","PL4","Makroregion Pólnocno-Zachodni","PC","Percentage",":"
"2003","PL5","Makroregion Poludniowo-Zachodni","PC","Percentage",":"
"2003","PL6","Makroregion Pólnocny","PC","Percentage",":"
"2003","PL7","Makroregion Centralny","PC","Percentage",":"
"2003","PL8","Makroregion Wschodni","PC","Percentage",":"
"2003","PL9","Makroregion Województwo Mazowieckie","PC","Percentage",":"
"2003","PT","Portugal","PC","Percentage",":"
"2003","RO","Romania","PC","Percentage",":"
"2003","RO1","Macroregiunea unu","PC","Percentage",":"
"2003","RO11","Nord-Vest","PC","Percentage",":"
"2003","RO12","Centru","PC","Percentage",":"
"2003","RO2","Macroregiunea doi","PC","Percentage",":"
"2003","RO21","Nord-Est","PC","Percentage",":"
"2003","RO22","Sud-Est","PC","Percentage",":"
"2003","RO3","Macroregiunea trei","PC","Percentage",":"
"2003","RO31","Sud - Muntenia","PC","Percentage",":"
"2003","RO32","Bucuresti - Ilfov","PC","Percentage",":"
"2003","RO4","Macroregiunea patru","PC","Percentage",":"
"2003","RO41","Sud-Vest Oltenia","PC","Percentage",":"
"2003","RO42","Vest","PC","Percentage",":"
"2003","SI","Slovenia","PC","Percentage",":"
"2003","SI03","Vzhodna Slovenija","PC","Percentage",":"
"2003","SI01","Vzhodna Slovenija (NUTS 2010)","PC","Percentage",":"
"2003","SI04","Zahodna Slovenija","PC","Percentage",":"
"2003","SI02","Zahodna Slovenija (NUTS 2010)","PC","Percentage",":"
"2003","SK","Slovakia","PC","Percentage",":"
"2003","SK01","Bratislavský kraj","PC","Percentage",":"
"2003","SK02","Západné Slovensko","PC","Percentage",":"
"2003","SK03","Stredné Slovensko","PC","Percentage",":"
"2003","SK04","Východné Slovensko","PC","Percentage",":"
"2003","FI","Finland","PC","Percentage",":"
"2003","FI1","Manner-Suomi","PC","Percentage",":"
"2003","FI13","Itä-Suomi (NUTS 2006)","PC","Percentage",":"
"2003","FI18","Etelä-Suomi (NUTS 2006)","PC","Percentage",":"
"2003","FI19_20","Länsi-Suomi, Åland","PC","Percentage",":"
"2003","FI1A","Pohjois-Suomi (NUTS 2006)","PC","Percentage",":"
"2003","FI1B","Helsinki-Uusimaa","PC","Percentage",":"
"2003","FI1C","Etelä-Suomi","PC","Percentage",":"
"2003","FI1D","Pohjois- ja Itä-Suomi","PC","Percentage",":"
"2003","SE","Sweden","PC","Percentage",":"
"2003","SE1","Östra Sverige","PC","Percentage",":"
"2003","SE11","Stockholm","PC","Percentage",":"
"2003","SE12","Östra Mellansverige","PC","Percentage",":"
"2003","SE2","Södra Sverige","PC","Percentage",":"
"2003","SE21","Småland med öarna","PC","Percentage",":"
"2003","SE22","Sydsverige","PC","Percentage",":"
"2003","SE23","Västsverige","PC","Percentage",":"
"2003","SE3","Norra Sverige","PC","Percentage",":"
"2003","SE31","Norra Mellansverige","PC","Percentage",":"
"2003","SE32","Mellersta Norrland","PC","Percentage",":"
"2003","SE33","Övre Norrland","PC","Percentage",":"
"2003","UK","United Kingdom","PC","Percentage",":"
"2003","IS","Iceland","PC","Percentage",":"
"2003","NO","Norway","PC","Percentage","12.9"
"2003","NO01","Oslo og Akershus","PC","Percentage","12.1"
"2003","NO02","Hedmark og Oppland","PC","Percentage","14.4"
"2003","NO03","Sør-Østlandet","PC","Percentage","13.2"
"2003","NO04","Agder og Rogaland","PC","Percentage","11.9"
"2003","NO05","Vestlandet","PC","Percentage","13.4"
"2003","NO06","Trøndelag","PC","Percentage","13.5"
"2003","NO07","Nord-Norge","PC","Percentage","13.1"
"2003","CH","Switzerland","PC","Percentage",":"
"2003","CH01","Région lémanique","PC","Percentage",":"
"2003","CH02","Espace Mittelland","PC","Percentage",":"
"2003","CH03","Nordwestschweiz","PC","Percentage",":"
"2003","CH04","Zürich","PC","Percentage",":"
"2003","CH05","Ostschweiz","PC","Percentage",":"
"2003","CH06","Zentralschweiz","PC","Percentage",":"
"2003","CH07","Ticino","PC","Percentage",":"
"2003","MK","North Macedonia","PC","Percentage",":"
"2003","RS","Serbia","PC","Percentage",":"
"2003","RS1","Srbija - sever","PC","Percentage",":"
"2003","RS2","Srbija - jug","PC","Percentage",":"
"2003","TR","Turkey","PC","Percentage",":"
"2004","BE","Belgium","PC","Percentage","21.6"
"2004","BG","Bulgaria","PC","Percentage",":"
"2004","BG3","Severna i yugoiztochna Bulgaria","PC","Percentage",":"
"2004","BG31","Severozapaden","PC","Percentage",":"
"2004","BG32","Severen tsentralen","PC","Percentage",":"
"2004","BG33","Severoiztochen","PC","Percentage",":"
"2004","BG34","Yugoiztochen","PC","Percentage",":"
"2004","BG4","Yugozapadna i yuzhna tsentralna Bulgaria","PC","Percentage",":"
"2004","BG41","Yugozapaden","PC","Percentage",":"
"2004","BG42","Yuzhen tsentralen","PC","Percentage",":"
"2004","CZ","Czechia","PC","Percentage",":"
"2004","CZ01","Praha","PC","Percentage",":"
"2004","CZ02","Strední Cechy","PC","Percentage",":"
"2004","CZ03","Jihozápad","PC","Percentage",":"
"2004","CZ04","Severozápad","PC","Percentage",":"
"2004","CZ05","Severovýchod","PC","Percentage",":"
"2004","CZ06","Jihovýchod","PC","Percentage",":"
"2004","CZ07","Strední Morava","PC","Percentage",":"
"2004","CZ08","Moravskoslezsko","PC","Percentage",":"
"2004","DK","Denmark","PC","Percentage","16.5"
"2004","DK01","Hovedstaden","PC","Percentage",":"
"2004","DK02","Sjælland","PC","Percentage",":"
"2004","DK03","Syddanmark","PC","Percentage",":"
"2004","DK04","Midtjylland","PC","Percentage",":"
"2004","DK05","Nordjylland","PC","Percentage",":"
"2004","DE","Germany (until 1990 former territory of the FRG)","PC","Percentage",":"
"2004","DE11","Stuttgart","PC","Percentage",":"
"2004","DE12","Karlsruhe","PC","Percentage",":"
"2004","DE13","Freiburg","PC","Percentage",":"
"2004","DE14","Tübingen","PC","Percentage",":"
"2004","DE21","Oberbayern","PC","Percentage",":"
"2004","DE22","Niederbayern","PC","Percentage",":"
"2004","DE23","Oberpfalz","PC","Percentage",":"
"2004","DE24","Oberfranken","PC","Percentage",":"
"2004","DE25","Mittelfranken","PC","Percentage",":"
"2004","DE26","Unterfranken","PC","Percentage",":"
"2004","DE27","Schwaben","PC","Percentage",":"
"2004","DE30","Berlin","PC","Percentage",":"
"2004","DE40","Brandenburg","PC","Percentage",":"
"2004","DE50","Bremen","PC","Percentage",":"
"2004","DE60","Hamburg","PC","Percentage",":"
"2004","DE71","Darmstadt","PC","Percentage",":"
"2004","DE72","Gießen","PC","Percentage",":"
"2004","DE73","Kassel","PC","Percentage",":"
"2004","DE80","Mecklenburg-Vorpommern","PC","Percentage",":"
"2004","DE91","Braunschweig","PC","Percentage",":"
"2004","DE92","Hannover","PC","Percentage",":"
"2004","DE93","Lüneburg","PC","Percentage",":"
"2004","DE94","Weser-Ems","PC","Percentage",":"
"2004","DEA1","Düsseldorf","PC","Percentage",":"
"2004","DEA2","Köln","PC","Percentage",":"
"2004","DEA3","Münster","PC","Percentage",":"
"2004","DEA4","Detmold","PC","Percentage",":"
"2004","DEA5","Arnsberg","PC","Percentage",":"
"2004","DEB1","Koblenz","PC","Percentage",":"
"2004","DEB2","Trier","PC","Percentage",":"
"2004","DEB3","Rheinhessen-Pfalz","PC","Percentage",":"
"2004","DEC0","Saarland","PC","Percentage",":"
"2004","DED2","Dresden","PC","Percentage",":"
"2004","DED4","Chemnitz","PC","Percentage",":"
"2004","DED5","Leipzig","PC","Percentage",":"
"2004","DEE0","Sachsen-Anhalt","PC","Percentage",":"
"2004","DEF0","Schleswig-Holstein","PC","Percentage",":"
"2004","DEG0","Thüringen","PC","Percentage",":"
"2004","EE","Estonia","PC","Percentage","26.3"
"2004","IE","Ireland","PC","Percentage","24.8"
"2004","IE04","Northern and Western","PC","Percentage",":"
"2004","IE05","Southern","PC","Percentage",":"
"2004","IE06","Eastern and Midland","PC","Percentage",":"
"2004","IE01","Border, Midland and Western (NUTS 2013)","PC","Percentage","33.1"
"2004","IE02","Southern and Eastern (NUTS 2013)","PC","Percentage","22.0"
"2004","EL","Greece","PC","Percentage","30.9"
"2004","EL5","Voreia Ellada","PC","Percentage","36.5"
"2004","EL51","Anatoliki Makedonia, Thraki","PC","Percentage",":"
"2004","EL52","Kentriki Makedonia","PC","Percentage",":"
"2004","EL53","Dytiki Makedonia","PC","Percentage",":"
"2004","EL54","Ipeiros","PC","Percentage",":"
"2004","EL6","Kentriki Ellada","PC","Percentage","35.0"
"2004","EL61","Thessalia","PC","Percentage",":"
"2004","EL62","Ionia Nisia","PC","Percentage",":"
"2004","EL63","Dytiki Ellada","PC","Percentage",":"
"2004","EL64","Sterea Ellada","PC","Percentage",":"
"2004","EL65","Peloponnisos","PC","Percentage",":"
"2004","EL3","Attiki","PC","Percentage","24.0"
"2004","EL30","Attiki","PC","Percentage",":"
"2004","EL4","Nisia Aigaiou, Kriti","PC","Percentage","32.9"
"2004","EL41","Voreio Aigaio","PC","Percentage",":"
"2004","EL42","Notio Aigaio","PC","Percentage",":"
"2004","EL43","Kriti","PC","Percentage",":"
"2004","ES","Spain","PC","Percentage","25.0"
"2004","ES1","Noroeste (ES)","PC","Percentage","23.8"
"2004","ES11","Galicia","PC","Percentage","27.0"
"2004","ES12","Principado de Asturias","PC","Percentage","19.7"
"2004","ES13","Cantabria","PC","Percentage","16.2"
"2004","ES2","Noreste (ES)","PC","Percentage","15.2"
"2004","ES21","País Vasco","PC","Percentage","15.5"
"2004","ES22","Comunidad Foral de Navarra","PC","Percentage","15.1"
"2004","ES23","La Rioja","PC","Percentage","19.3"
"2004","ES24","Aragón","PC","Percentage","13.8"
"2004","ES3","Comunidad de Madrid","PC","Percentage","14.1"
"2004","ES30","Comunidad de Madrid","PC","Percentage","14.1"
"2004","ES4","Centro (ES)","PC","Percentage","32.6"
"2004","ES41","Castilla y León","PC","Percentage","29.1"
"2004","ES42","Castilla-la Mancha","PC","Percentage","32.3"
"2004","ES43","Extremadura","PC","Percentage","41.2"
"2004","ES5","Este (ES)","PC","Percentage","20.6"
"2004","ES51","Cataluña","PC","Percentage","17.7"
"2004","ES52","Comunidad Valenciana","PC","Percentage","25.4"
"2004","ES53","Illes Balears","PC","Percentage","17.7"
"2004","ES6","Sur (ES)","PC","Percentage","36.6"
"2004","ES61","Andalucía","PC","Percentage","37.6"
"2004","ES62","Región de Murcia","PC","Percentage","30.1"
"2004","ES63","Ciudad Autónoma de Ceuta (ES)","PC","Percentage","44.0"
"2004","ES64","Ciudad Autónoma de Melilla (ES)","PC","Percentage",":"
"2004","ES7","Canarias (ES)","PC","Percentage","30.1"
"2004","ES70","Canarias (ES)","PC","Percentage","30.1"
"2004","FR","France","PC","Percentage","19.8"
"2004","HR","Croatia","PC","Percentage",":"
"2004","HR03","Jadranska Hrvatska","PC","Percentage",":"
"2004","HR04","Kontinentalna Hrvatska","PC","Percentage",":"
"2004","IT","Italy","PC","Percentage","26.2"
"2004","ITC","Nord-Ovest","PC","Percentage","16.7"
"2004","ITC1","Piemonte","PC","Percentage","18.5"
"2004","ITC2","Valle d'Aosta/Vallée d'Aoste","PC","Percentage","14.7"
"2004","ITC3","Liguria","PC","Percentage","19.4"
"2004","ITC4","Lombardia","PC","Percentage","15.4"
"2004","ITH","Nord-Est","PC","Percentage","14.6"
"2004","ITH1","Provincia Autonoma di Bolzano/Bozen","PC","Percentage","15.2"
"2004","ITH2","Provincia Autonoma di Trento","PC","Percentage","11.4"
"2004","ITH3","Veneto","PC","Percentage","16.4"
"2004","ITH4","Friuli-Venezia Giulia","PC","Percentage","14.9"
"2004","ITH5","Emilia-Romagna","PC","Percentage","12.9"
"2004","ITI","Centro (IT)","PC","Percentage","20.1"
"2004","ITI1","Toscana","PC","Percentage","14.5"
"2004","ITI2","Umbria","PC","Percentage","18.4"
"2004","ITI3","Marche","PC","Percentage","18.4"
"2004","ITI4","Lazio","PC","Percentage","24.7"
"2004","ITF","Sud","PC","Percentage","41.7"
"2004","ITF1","Abruzzo","PC","Percentage","21.4"
"2004","ITF2","Molise","PC","Percentage","27.7"
"2004","ITF3","Campania","PC","Percentage","45.5"
"2004","ITF4","Puglia","PC","Percentage","42.4"
"2004","ITF5","Basilicata","PC","Percentage","35.2"
"2004","ITF6","Calabria","PC","Percentage","46.7"
"2004","ITG","Isole","PC","Percentage","44.4"
"2004","ITG1","Sicilia","PC","Percentage","49.9"
"2004","ITG2","Sardegna","PC","Percentage","27.6"
"2004","CY","Cyprus","PC","Percentage",":"
"2004","LV","Latvia","PC","Percentage",":"
"2004","LT","Lithuania","PC","Percentage",":"
"2004","LU","Luxembourg","PC","Percentage","16.1"
"2004","HU","Hungary","PC","Percentage",":"
"2004","HU1","Közép-Magyarország","PC","Percentage",":"
"2004","HU11","Budapest","PC","Percentage",":"
"2004","HU12","Pest","PC","Percentage",":"
"2004","HU10","Közép-Magyarország (NUTS 2013)","PC","Percentage",":"
"2004","HU2","Dunántúl","PC","Percentage",":"
"2004","HU21","Közép-Dunántúl","PC","Percentage",":"
"2004","HU22","Nyugat-Dunántúl","PC","Percentage",":"
"2004","HU23","Dél-Dunántúl","PC","Percentage",":"
"2004","HU3","Alföld és Észak","PC","Percentage",":"
"2004","HU31","Észak-Magyarország","PC","Percentage",":"
"2004","HU32","Észak-Alföld","PC","Percentage",":"
"2004","HU33","Dél-Alföld","PC","Percentage",":"
"2004","MT","Malta","PC","Percentage",":"
"2004","NL","Netherlands","PC","Percentage",":"
"2004","NL1","Noord-Nederland","PC","Percentage",":"
"2004","NL11","Groningen","PC","Percentage",":"
"2004","NL12","Friesland (NL)","PC","Percentage",":"
"2004","NL13","Drenthe","PC","Percentage",":"
"2004","NL2","Oost-Nederland","PC","Percentage",":"
"2004","NL21","Overijssel","PC","Percentage",":"
"2004","NL22","Gelderland","PC","Percentage",":"
"2004","NL23","Flevoland","PC","Percentage",":"
"2004","NL3","West-Nederland","PC","Percentage",":"
"2004","NL31","Utrecht","PC","Percentage",":"
"2004","NL32","Noord-Holland","PC","Percentage",":"
"2004","NL33","Zuid-Holland","PC","Percentage",":"
"2004","NL34","Zeeland","PC","Percentage",":"
"2004","NL4","Zuid-Nederland","PC","Percentage",":"
"2004","NL41","Noord-Brabant","PC","Percentage",":"
"2004","NL42","Limburg (NL)","PC","Percentage",":"
"2004","AT","Austria","PC","Percentage","17.9"
"2004","AT11","Burgenland (AT)","PC","Percentage",":"
"2004","AT12","Niederösterreich","PC","Percentage",":"
"2004","AT13","Wien","PC","Percentage",":"
"2004","AT21","Kärnten","PC","Percentage",":"
"2004","AT22","Steiermark","PC","Percentage",":"
"2004","AT31","Oberösterreich","PC","Percentage",":"
"2004","AT32","Salzburg","PC","Percentage",":"
"2004","AT33","Tirol","PC","Percentage",":"
"2004","AT34","Vorarlberg","PC","Percentage",":"
"2004","PL","Poland","PC","Percentage",":"
"2004","PL1","Region Centralny (NUTS 2013)","PC","Percentage",":"
"2004","PL2","Makroregion Poludniowy","PC","Percentage",":"
"2004","PL3","Region Wschodni (NUTS 2013)","PC","Percentage",":"
"2004","PL4","Makroregion Pólnocno-Zachodni","PC","Percentage",":"
"2004","PL5","Makroregion Poludniowo-Zachodni","PC","Percentage",":"
"2004","PL6","Makroregion Pólnocny","PC","Percentage",":"
"2004","PL7","Makroregion Centralny","PC","Percentage",":"
"2004","PL8","Makroregion Wschodni","PC","Percentage",":"
"2004","PL9","Makroregion Województwo Mazowieckie","PC","Percentage",":"
"2004","PT","Portugal","PC","Percentage","27.5"
"2004","RO","Romania","PC","Percentage",":"
"2004","RO1","Macroregiunea unu","PC","Percentage",":"
"2004","RO11","Nord-Vest","PC","Percentage",":"
"2004","RO12","Centru","PC","Percentage",":"
"2004","RO2","Macroregiunea doi","PC","Percentage",":"
"2004","RO21","Nord-Est","PC","Percentage",":"
"2004","RO22","Sud-Est","PC","Percentage",":"
"2004","RO3","Macroregiunea trei","PC","Percentage",":"
"2004","RO31","Sud - Muntenia","PC","Percentage",":"
"2004","RO32","Bucuresti - Ilfov","PC","Percentage",":"
"2004","RO4","Macroregiunea patru","PC","Percentage",":"
"2004","RO41","Sud-Vest Oltenia","PC","Percentage",":"
"2004","RO42","Vest","PC","Percentage",":"
"2004","SI","Slovenia","PC","Percentage",":"
"2004","SI03","Vzhodna Slovenija","PC","Percentage",":"
"2004","SI01","Vzhodna Slovenija (NUTS 2010)","PC","Percentage",":"
"2004","SI04","Zahodna Slovenija","PC","Percentage",":"
"2004","SI02","Zahodna Slovenija (NUTS 2010)","PC","Percentage",":"
"2004","SK","Slovakia","PC","Percentage",":"
"2004","SK01","Bratislavský kraj","PC","Percentage",":"
"2004","SK02","Západné Slovensko","PC","Percentage",":"
"2004","SK03","Stredné Slovensko","PC","Percentage",":"
"2004","SK04","Východné Slovensko","PC","Percentage",":"
"2004","FI","Finland","PC","Percentage","17.2"
"2004","FI1","Manner-Suomi","PC","Percentage","17.2"
"2004","FI13","Itä-Suomi (NUTS 2006)","PC","Percentage","23.5"
